"년월","시군구","인원"
"2024-10","경북 문경시","231"
"2024-10","경북 봉화군","45"
"2024-10","경북 상주시","303"
"2024-10","경북 성주군","74"
"2024-10","경북 안동시","457"
"2024-10","경북 영덕군","75"
"2024-10","경북 영양군","10"
"2024-10","경북 영주시","245"
"2024-10","경북 영천시","234"
"2024-10","경북 예천군","58"
"2024-10","경북 울진군","111"
"2024-10","경북 의성군","130"
"2024-10","경북 청도군","80"
"2024-10","경북 청송군","44"
"2024-10","경북 칠곡군","65"
"2024-10","경북 포항시","1331"
"2024-10","광주시 광산구","41"
"2024-10","광주시 남구","61"
"2024-10","광주시 동구","25"
"2024-10","광주시 북구","26"
"2024-10","광주시 서구","61"
"2024-10","대구시 군위군","56"
"2024-10","대구시 남구","46"
"2024-10","대구시 달서구","98"
"2024-10","대구시 달성군","82"
"2024-10","대구시 동구","76"
"2024-10","대구시 북구","170"
"2024-10","대구시 서구","38"
"2024-10","대구시 수성구","83"
"2024-10","대구시 중구","53"
"2024-10","대전시 대덕구","41"
"2024-10","대전시 동구","132"
"2024-10","대전시 서구","237"
"2024-10","대전시 유성구","159"
"2024-10","대전시 중구","70"
"2024-10","부산시 강서구","13"
"2024-10","부산시 금정구","1096"
"2024-10","부산시 기장군","391"
"2024-10","부산시 남구","544"
"2024-10","부산시 동구","50"
"2024-10","부산시 동래구","451"
"2024-10","부산시 부산진구","221"
"2024-10","부산시 북구","718"
"2024-10","부산시 사상구","66"
"2024-10","부산시 사하구","415"
"2024-10","부산시 서구","86"
"2024-10","부산시 수영구","554"
"2024-10","부산시 연제구","93"
"2024-10","부산시 영도구","290"
"2024-10","부산시 중구","91"
"2024-10","부산시 진구","876"
"2024-10","부산시 해운대구","304"
"2024-10","서울시 강남구","597"
"2024-10","서울시 강동구","327"
"2024-10","서울시 강북구","393"
"2024-10","서울시 강서구","430"
"2024-10","서울시 관악구","714"
"2024-10","서울시 광진구","192"
"2024-10","서울시 구로구","366"
"2024-10","서울시 금천구","143"
"2024-10","서울시 노원구","895"
"2024-10","서울시 도봉구","596"
"2024-10","서울시 동대문구","506"
"2024-10","서울시 동작구","137"
"2024-10","서울시 마포구","181"
"2024-10","서울시 서대문구","148"
"2024-10","서울시 서초구","107"
"2024-10","서울시 성동구","187"
"2024-10","서울시 성북구","311"
"2024-10","서울시 송파구","368"
"2024-10","서울시 양천구","481"
"2024-10","서울시 영등포구","925"
"2024-10","서울시 용산구","27"
"2024-10","서울시 은평구","254"
"2024-10","서울시 종로구","2029"
"2024-10","서울시 중구","131"
"2024-10","서울시 중랑구","470"
"2024-10","세종 세종시","186"
"2024-10","울산시 남구","1775"
"2024-10","울산시 동구","131"
"2024-10","울산시 북구","265"
"2024-10","울산시 울주군","257"
"2024-10","울산시 중구","183"
"2024-10","인천시 강화군","162"
"2024-10","인천시 계양구","625"
"2024-10","인천시 남동구","81"
"2024-10","인천시 동구","1083"
"2024-10","인천시 미추홀구","1024"
"2024-10","인천시 부평구","1081"
"2024-10","인천시 서구","12"
"2024-10","인천시 연수구","29"
"2024-10","인천시 옹진군","15"
"2024-10","인천시 중구","20"
"2024-10","전남 강진군","116"
"2024-10","전남 고흥군","163"
"2024-10","전남 곡성군","41"
"2024-10","전남 광양시","175"
"2024-10","전남 구례군","83"
"2024-10","전남 나주시","244"
"2024-10","전남 담양군","77"
"2024-10","전남 목포시","734"
"2024-10","전남 무안군","189"
"2024-10","전남 보성군","110"
"2024-10","전남 순천시","1041"
"2024-10","전남 신안군","25"
"2024-10","전남 여수시","615"
"2024-10","전남 영광군","174"
"2024-10","전남 영암군","64"
"2024-10","전남 완도군","82"
"2024-10","전남 장성군","37"
"2024-10","전남 장흥군","100"
"2024-10","전남 진도군","62"
"2024-10","전남 함평군","47"
"2024-10","전남 해남군","253"
"2024-10","전남 화순군","109"
"2024-10","전북 고창군","116"
"2024-10","전북 군산시","795"
"2024-10","전북 김제시","140"
"2024-10","전북 남원시","174"
"2024-10","전북 무주군","31"
"2024-10","전북 부안군","96"
"2024-10","전북 순창군","42"
"2024-10","전북 완주군","85"
"2024-10","전북 익산시","615"
"2024-10","전북 임실군","21"
"2024-10","전북 장수군","20"
"2024-10","전북 전주시","2562"
"2024-10","전북 정읍시","215"
"2024-10","전북 진안군","68"
"2024-10","제주도 서귀포시","273"
"2024-10","제주도 제주시","886"
"2024-10","충남 계룡시","51"
"2024-10","충남 공주시","161"
"2024-10","충남 금산군","71"
"2024-10","충남 논산시","317"
"2024-10","충남 당진시","163"
"2024-10","충남 보령시","153"
"2024-10","충남 부여군","95"
"2024-10","충남 서산시","414"
"2024-10","충남 서천군","101"
"2024-10","충남 아산시","383"
"2024-10","충남 예산군","102"
"2024-10","충남 천안시","477"
"2024-10","충남 청양군","38"
"2024-10","충남 태안군","119"
"2024-10","충남 홍성군","174"
"2024-10","충북 괴산군","66"
"2024-10","충북 보은군","66"
"2024-10","충북 영동군","80"
"2024-10","충북 옥천군","94"
"2024-10","충북 음성군","5"
"2024-10","충북 제천시","340"
"2024-10","충북 증평군","13"
"2024-10","충북 진천군","64"
"2024-10","충북 청주시","1029"
"2024-10","충북 충주시","365"
"2024-11","강원도 강릉시","686"
"2024-11","강원도 고성군","33"
"2024-11","강원도 동해시","158"
"2024-11","강원도 삼척시","102"
"2024-11","강원도 속초시","172"
"2024-11","강원도 양구군","26"
"2024-11","강원도 양양군","62"
"2024-11","강원도 영월군","82"
"2024-11","강원도 원주시","1290"
"2024-11","강원도 인제군","19"
"2024-11","강원도 정선군","38"
"2024-11","강원도 철원군","133"
"2024-11","강원도 춘천시","952"
"2024-11","강원도 태백시","85"
"2024-11","강원도 평창군","22"
"2024-11","강원도 홍천군","129"
"2024-11","강원도 화천군","24"
"2024-11","강원도 횡성군","112"
"2024-11","경기도 가평군","76"
"2024-11","경기도 고양시","2380"
"2024-11","경기도 과천시","29"
"2024-11","경기도 광명시","1264"
"2024-11","경기도 광주시","161"
"2024-11","경기도 구리시","245"
"2024-11","경기도 군포시","443"
"2024-11","경기도 김포시","718"
"2024-11","경기도 남양주시","463"
"2024-11","경기도 동두천시","280"
"2024-11","경기도 부천시","702"
"2024-11","경기도 성남시","632"
"2024-11","경기도 수원시","1849"
"2024-11","경기도 시흥시","348"
"2024-11","경기도 안산시","425"
"2024-11","경기도 안성시","161"
"2024-11","경기도 안양시","1148"
"2024-11","경기도 양주시","188"
"2024-11","경기도 양평군","179"
"2024-11","경기도 여주시","153"
"2024-11","경기도 연천군","79"
"2024-11","경기도 오산시","209"
"2024-11","경기도 용인시","938"
"2024-11","경기도 의왕시","86"
"2024-11","경기도 의정부시","1031"
"2024-11","경기도 이천시","174"
"2024-11","경기도 파주시","340"
"2024-11","경기도 평택시","517"
"2024-11","경기도 포천시","61"
"2024-11","경기도 하남시","278"
"2024-11","경기도 화성시","219"
"2024-11","경남 거제시","238"
"2024-11","경남 거창군","20"
"2024-11","경남 고성군","78"
"2024-11","경남 김해시","477"
"2024-11","경남 남해군","79"
"2024-11","경남 밀양시","220"
"2024-11","경남 사천시","23"
"2024-11","경남 산청군","25"
"2024-11","경남 양산시","190"
"2024-11","경남 의령군","50"
"2024-11","경남 진주시","621"
"2024-11","경남 창녕군","61"
"2024-11","경남 창원시","2020"
"2024-11","경남 통영시","152"
"2024-11","경남 하동군","57"
"2024-11","경남 함안군","54"
"2024-11","경남 함양군","80"
"2024-11","경남 합천군","57"
"2024-11","경북 경산시","763"
"2024-11","경북 경주시","820"
"2024-11","경북 고령군","52"
"2024-11","경북 구미시","514"
"2024-11","경북 김천시","292"
"2024-11","경북 문경시","191"
"2024-11","경북 봉화군","42"
"2024-11","경북 상주시","294"
"2024-11","경북 성주군","30"
"2024-11","경북 안동시","255"
"2024-11","경북 영덕군","1"
"2024-11","경북 영양군","17"
"2024-11","경북 영주시","199"
"2024-11","경북 영천시","219"
"2024-11","경북 예천군","52"
"2024-11","경북 울진군","73"
"2024-11","경북 의성군","121"
"2024-11","경북 청도군","55"
"2024-11","경북 청송군","40"
"2024-11","경북 칠곡군","44"
"2024-11","경북 포항시","1315"
"2024-11","광주시 광산구","48"
"2024-11","광주시 남구","72"
"2024-11","광주시 동구","30"
"2024-11","광주시 북구","4"
"2024-11","광주시 서구","73"
"2024-11","대구시 남구","12"
"2024-11","대구시 달서구","31"
"2024-11","대구시 달성군","10"
"2024-11","대구시 동구","303"
"2024-11","대구시 북구","18"
"2024-11","대구시 서구","10"
"2024-11","대구시 수성구","35"
"2024-11","대전시 대덕구","29"
"2024-11","대전시 동구","100"
"2024-11","대전시 서구","220"
"2024-11","대전시 유성구","127"
"2024-11","대전시 중구","58"
"2024-11","부산시 강서구","21"
"2024-11","부산시 금정구","1059"
"2024-11","부산시 기장군","375"
"2024-11","부산시 남구","524"
"2024-11","부산시 동구","52"
"2024-11","부산시 동래구","396"
"2024-11","부산시 부산진구","254"
"2024-11","부산시 북구","358"
"2024-11","부산시 사상구","76"
"2024-11","부산시 사하구","333"
"2024-11","부산시 서구","71"
"2024-11","부산시 수영구","351"
"2024-11","부산시 연제구","87"
"2024-11","부산시 영도구","300"
"2024-11","부산시 중구","33"
"2024-11","부산시 진구","69"
"2024-11","부산시 해운대구","264"
"2024-11","서울시 강남구","461"
"2024-11","서울시 강동구","272"
"2024-11","서울시 강북구","348"
"2024-11","서울시 강서구","409"
"2024-11","서울시 관악구","128"
"2024-11","서울시 광진구","210"
"2024-11","서울시 구로구","392"
"2024-11","서울시 금천구","184"
"2024-11","서울시 노원구","908"
"2024-11","서울시 도봉구","549"
"2024-11","서울시 동대문구","497"
"2024-11","서울시 동작구","141"
"2024-11","서울시 마포구","156"
"2024-11","서울시 서대문구","176"
"2024-11","서울시 서초구","185"
"2024-11","서울시 성동구","249"
"2024-11","서울시 성북구","311"
"2024-11","서울시 송파구","414"
"2024-11","서울시 양천구","492"
"2024-11","서울시 영등포구","554"
"2024-11","서울시 용산구","133"
"2024-11","서울시 은평구","270"
"2024-11","서울시 종로구","1835"
"2024-11","서울시 중구","177"
"2024-11","서울시 중랑구","374"
"2024-11","세종 세종시","162"
"2024-11","울산시 남구","1614"
"2024-11","울산시 동구","97"
"2024-11","울산시 북구","261"
"2024-11","울산시 울주군","224"
"2024-11","울산시 중구","159"
"2024-11","인천시 강화군","117"
"2024-11","인천시 계양구","535"
"2024-11","인천시 남동구","85"
"2024-11","인천시 동구","735"
"2024-11","인천시 미추홀구","814"
"2024-11","인천시 부평구","732"
"2024-11","인천시 서구","17"
"2024-11","인천시 연수구","40"
"2024-11","인천시 옹진군","10"
"2024-11","인천시 중구","22"
"2024-11","전남 강진군","99"
"2024-11","전남 고흥군","150"
"2024-11","전남 곡성군","42"
"2024-11","전남 광양시","146"
"2024-11","전남 구례군","66"
"2024-11","전남 나주시","258"
"2024-11","전남 담양군","68"
"2024-11","전남 목포시","741"
"2024-11","전남 무안군","185"
"2024-11","전남 보성군","108"
"2024-11","전남 순천시","999"
"2024-11","전남 신안군","27"
"2024-11","전남 여수시","687"
"2024-11","전남 영광군","35"
"2024-11","전남 영암군","72"
"2024-11","전남 완도군","65"
"2024-11","전남 장성군","39"
"2024-11","전남 장흥군","94"
"2024-11","전남 진도군","49"
"2024-11","전남 함평군","42"
"2024-11","전남 해남군","240"
"2024-11","전남 화순군","120"
"2024-11","전북 고창군","115"
"2024-11","전북 군산시","773"
"2024-11","전북 김제시","130"
"2024-11","전북 남원시","162"
"2024-11","전북 무주군","39"
"2024-11","전북 부안군","66"
"2024-11","전북 순창군","32"
"2024-11","전북 완주군","88"
"2024-11","전북 익산시","569"
"2024-11","전북 임실군","15"
"2024-11","전북 장수군","20"
"2024-11","전북 전주시","1610"
"2024-11","전북 정읍시","218"
"2024-11","전북 진안군","59"
"2024-11","제주도 서귀포시","211"
"2024-11","제주도 제주시","683"
"2024-11","충남 공주시","180"
"2024-11","충남 금산군","83"
"2024-11","충남 논산시","332"
"2024-11","충남 당진시","154"
"2024-11","충남 보령시","153"
"2024-11","충남 부여군","67"
"2024-11","충남 서산시","334"
"2024-11","충남 서천군","92"
"2024-11","충남 아산시","390"
"2024-11","충남 예산군","97"
"2024-11","충남 천안시","590"
"2024-11","충남 청양군","34"
"2024-11","충남 태안군","139"
"2024-11","충남 홍성군","369"
"2024-11","충북 괴산군","71"
"2024-11","충북 보은군","67"
"2024-11","충북 영동군","96"
"2024-11","충북 옥천군","57"
"2024-11","충북 음성군","5"
"2024-11","충북 제천시","154"
"2024-11","충북 증평군","14"
"2024-11","충북 진천군","78"
"2024-11","충북 청주시","1019"
"2024-11","충북 충주시","371"
"2024-12","강원도 강릉시","697"
"2024-12","강원도 고성군","27"
"2024-12","강원도 동해시","217"
"2024-12","강원도 삼척시","106"
"2024-12","강원도 속초시","180"
"2024-12","강원도 양구군","26"
"2024-12","강원도 양양군","61"
"2024-12","강원도 영월군","85"
"2024-12","강원도 원주시","833"
"2024-12","강원도 인제군","73"
"2024-12","강원도 정선군","49"
"2024-12","강원도 철원군","135"
"2024-12","강원도 춘천시","988"
"2024-12","강원도 태백시","88"
"2024-12","강원도 평창군","22"
"2024-12","강원도 홍천군","131"
"2024-12","강원도 화천군","21"
"2024-12","강원도 횡성군","95"
"2024-12","경기도 가평군","81"
"2024-12","경기도 고양시","2526"
"2024-12","경기도 과천시","30"
"2024-12","경기도 광명시","1338"
"2024-12","경기도 광주시","191"
"2024-12","경기도 구리시","256"
"2024-12","경기도 군포시","521"
"2024-12","경기도 김포시","719"
"2024-12","경기도 남양주시","480"
"2024-12","경기도 동두천시","281"
"2024-12","경기도 부천시","671"
"2024-12","경기도 성남시","824"
"2024-12","경기도 수원시","1977"
"2024-12","경기도 시흥시","403"
"2024-12","경기도 안산시","397"
"2024-12","경기도 안성시","194"
"2024-12","경기도 안양시","1216"
"2024-12","경기도 양주시","180"
"2024-12","경기도 양평군","144"
"2024-12","경기도 여주시","161"
"2024-12","경기도 연천군","69"
"2024-12","경기도 오산시","256"
"2024-12","경기도 용인시","862"
"2024-12","경기도 의왕시","77"
"2024-12","경기도 의정부시","987"
"2024-12","경기도 이천시","194"
"2024-12","경기도 파주시","253"
"2024-12","경기도 평택시","589"
"2024-12","경기도 포천시","173"
"2024-12","경기도 하남시","319"
"2024-12","경기도 화성시","204"
"2024-12","경남 거제시","250"
"2024-12","경남 거창군","117"
"2024-12","경남 고성군","99"
"2024-12","경남 김해시","609"
"2024-12","경남 남해군","61"
"2024-12","경남 밀양시","235"
"2024-12","경남 사천시","13"
"2024-12","경남 산청군","24"
"2024-12","경남 양산시","240"
"2024-12","경남 의령군","57"
"2024-12","경남 진주시","723"
"2024-12","경남 창녕군","81"
"2024-12","경남 창원시","2380"
"2024-12","경남 통영시","195"
"2024-12","경남 하동군","80"
"2024-12","경남 함안군","97"
"2024-12","경남 함양군","77"
"2024-12","경남 합천군","22"
"2024-12","경북 경산시","751"
"2024-12","경북 경주시","955"
"2024-12","경북 고령군","70"
"2024-12","경북 구미시","492"
"2024-12","경북 김천시","309"
"2024-12","경북 문경시","231"
"2024-12","경북 봉화군","38"
"2024-12","경북 상주시","320"
"2024-12","경북 성주군","61"
"2024-12","경북 안동시","444"
"2024-12","경북 영덕군","90"
"2024-12","경북 영주시","276"
"2024-12","경북 영천시","247"
"2024-12","경북 예천군","71"
"2024-12","경북 울진군","107"
"2024-12","경북 의성군","134"
"2024-12","경북 청도군","98"
"2024-12","경북 청송군","4"
"2024-12","경북 칠곡군","65"
"2024-12","경북 포항시","1312"
"2024-12","광주시 광산구","55"
"2024-12","광주시 남구","65"
"2024-12","광주시 동구","32"
"2024-12","광주시 북구","22"
"2024-12","광주시 서구","49"
"2024-12","대구시 군위군","58"
"2024-12","대구시 남구","56"
"2024-12","대구시 달서구","118"
"2024-12","대구시 달성군","99"
"2024-12","대구시 동구","371"
"2024-12","대구시 북구","127"
"2024-12","대구시 서구","90"
"2024-12","대구시 수성구","101"
"2024-12","대구시 중구","74"
"2024-12","대전시 대덕구","34"
"2024-12","대전시 동구","104"
"2024-12","대전시 서구","173"
"2024-12","대전시 유성구","143"
"2024-12","대전시 중구","67"
"2024-12","부산시 강서구","19"
"2024-12","부산시 금정구","1047"
"2024-12","부산시 기장군","374"
"2024-12","부산시 남구","627"
"2024-12","부산시 동구","51"
"2024-12","부산시 동래구","434"
"2024-12","부산시 부산진구","246"
"2024-12","부산시 북구","648"
"2024-12","부산시 사상구","12"
"2024-12","부산시 사하구","399"
"2024-12","부산시 서구","85"
"2024-12","부산시 수영구","520"
"2024-12","부산시 연제구","83"
"2024-12","부산시 영도구","289"
"2024-12","부산시 중구","143"
"2024-12","부산시 진구","513"
"2024-12","부산시 해운대구","329"
"2024-12","서울시 강남구","119"
"2024-12","서울시 강동구","298"
"2024-12","서울시 강북구","411"
"2024-12","서울시 강서구","425"
"2024-12","서울시 관악구","521"
"2024-12","서울시 광진구","200"
"2024-12","서울시 구로구","369"
"2024-12","서울시 금천구","212"
"2024-12","서울시 노원구","943"
"2024-12","서울시 도봉구","643"
"2024-12","서울시 동대문구","481"
"2024-12","서울시 동작구","117"
"2024-12","서울시 마포구","166"
"2024-12","서울시 서대문구","168"
"2024-12","서울시 서초구","159"
"2024-12","서울시 성동구","245"
"2024-12","서울시 성북구","387"
"2024-12","서울시 송파구","405"
"2024-12","서울시 양천구","692"
"2024-12","서울시 영등포구","1189"
"2024-12","서울시 용산구","186"
"2024-12","서울시 은평구","304"
"2024-12","서울시 종로구","2899"
"2024-12","서울시 중구","174"
"2024-12","서울시 중랑구","433"
"2024-12","세종 세종시","174"
"2024-12","울산시 남구","1763"
"2024-12","울산시 동구","95"
"2024-12","울산시 북구","254"
"2024-12","울산시 울주군","231"
"2024-12","울산시 중구","187"
"2024-12","인천시 강화군","123"
"2024-12","인천시 계양구","503"
"2024-12","인천시 남동구","88"
"2024-12","인천시 동구","776"
"2024-12","인천시 미추홀구","1043"
"2024-12","인천시 부평구","709"
"2024-12","인천시 서구","16"
"2024-12","인천시 연수구","24"
"2024-12","인천시 옹진군","15"
"2024-12","인천시 중구","17"
"2024-12","전남 강진군","85"
"2024-12","전남 고흥군","129"
"2024-12","전남 곡성군","38"
"2024-12","전남 광양시","162"
"2024-12","전남 구례군","64"
"2024-12","전남 나주시","214"
"2024-12","전남 담양군","64"
"2024-12","전남 목포시","659"
"2024-12","전남 무안군","182"
"2024-12","전남 보성군","97"
"2024-12","전남 순천시","962"
"2024-12","전남 신안군","39"
"2024-12","전남 여수시","468"
"2024-12","전남 영광군","153"
"2024-12","전남 영암군","69"
"2024-12","전남 완도군","72"
"2024-12","전남 장성군","46"
"2024-12","전남 장흥군","96"
"2024-12","전남 진도군","56"
"2024-12","전남 함평군","39"
"2024-12","전남 해남군","168"
"2024-12","전남 화순군","107"
"2024-12","전북 고창군","99"
"2024-12","전북 군산시","772"
"2024-12","전북 김제시","139"
"2024-12","전북 남원시","157"
"2024-12","전북 무주군","33"
"2024-12","전북 부안군","77"
"2024-12","전북 순창군","36"
"2024-12","전북 완주군","85"
"2024-12","전북 익산시","565"
"2024-12","전북 임실군","16"
"2024-12","전북 장수군","18"
"2024-12","전북 전주시","458"
"2024-12","전북 정읍시","239"
"2024-12","전북 진안군","65"
"2024-12","제주도 서귀포시","233"
"2024-12","제주도 제주시","885"
"2024-12","충남 계룡시","92"
"2024-12","충남 공주시","145"
"2024-12","충남 금산군","89"
"2024-12","충남 논산시","315"
"2024-12","충남 당진시","157"
"2024-12","충남 보령시","159"
"2024-12","충남 부여군","62"
"2024-12","충남 서산시","387"
"2024-12","충남 서천군","109"
"2024-12","충남 아산시","383"
"2024-12","충남 예산군","97"
"2024-12","충남 천안시","464"
"2024-12","충남 청양군","31"
"2024-12","충남 태안군","118"
"2024-12","충남 홍성군","288"
"2024-12","충북 괴산군","70"
"2024-12","충북 보은군","59"
"2024-12","충북 영동군","91"
"2024-12","충북 옥천군","62"
"2024-12","충북 음성군","69"
"2024-12","충북 제천시","322"
"2024-12","충북 증평군","17"
"2024-12","충북 진천군","74"
"2024-12","충북 청주시","978"
"2024-12","충북 충주시","358"
"2025-01","강원도 강릉시","653"
"2025-01","강원도 고성군","30"
"2025-01","강원도 동해시","211"
"2025-01","강원도 삼척시","117"
"2025-01","강원도 속초시","190"
"2025-01","강원도 양구군","25"
"2025-01","강원도 양양군","60"
"2025-01","강원도 영월군","82"
"2025-01","강원도 원주시","1107"
"2025-01","강원도 정선군","50"
"2025-01","강원도 철원군","124"
"2025-01","강원도 춘천시","913"
"2025-01","강원도 태백시","86"
"2025-01","강원도 평창군","15"
"2025-01","강원도 홍천군","138"
"2025-01","강원도 화천군","15"
"2025-01","강원도 횡성군","74"
"2025-01","경기도 가평군","32"
"2025-01","경기도 고양시","1595"
"2025-01","경기도 과천시","30"
"2025-01","경기도 광명시","1252"
"2025-01","경기도 광주시","167"
"2025-01","경기도 구리시","263"
"2025-01","경기도 군포시","53"
"2025-01","경기도 김포시","645"
"2025-01","경기도 남양주시","408"
"2025-01","경기도 동두천시","63"
"2025-01","경기도 부천시","648"
"2025-01","경기도 성남시","372"
"2025-01","경기도 수원시","1087"
"2025-01","경기도 시흥시","300"
"2025-01","경기도 안산시","177"
"2025-01","경기도 안성시","159"
"2025-01","경기도 안양시","1141"
"2025-01","경기도 양주시","79"
"2025-01","경기도 양평군","120"
"2025-01","경기도 여주시","3"
"2025-01","경기도 연천군","27"
"2025-01","경기도 오산시","8"
"2025-01","경기도 용인시","579"
"2025-01","경기도 의왕시","45"
"2025-01","경기도 의정부시","709"
"2025-01","경기도 이천시","171"
"2025-01","경기도 파주시","292"
"2025-01","경기도 평택시","527"
"2025-01","경기도 포천시","179"
"2025-01","경기도 하남시","119"
"2025-01","경기도 화성시","165"
"2025-01","경남 거제시","246"
"2025-01","경남 거창군","108"
"2025-01","경남 고성군","89"
"2025-01","경남 김해시","522"
"2025-01","경남 남해군","59"
"2025-01","경남 밀양시","264"
"2025-01","경남 사천시","307"
"2025-01","경남 산청군","22"
"2025-01","경남 양산시","148"
"2025-01","경남 의령군","22"
"2025-01","경남 진주시","622"
"2025-01","경남 창녕군","1"
"2025-01","경남 창원시","2037"
"2025-01","경남 통영시","100"
"2025-01","경남 하동군","67"
"2025-01","경남 함안군","95"
"2025-01","경남 함양군","75"
"2025-01","경남 합천군","61"
"2025-01","경북 경산시","772"
"2025-01","경북 경주시","832"
"2025-01","경북 고령군","58"
"2025-01","경북 구미시","459"
"2025-01","경북 김천시","282"
"2025-01","경북 문경시","211"
"2025-01","경북 봉화군","36"
"2025-01","경북 상주시","297"
"2025-01","경북 성주군","55"
"2025-01","경북 안동시","565"
"2025-01","경북 영양군","11"
"2025-01","경북 영주시","221"
"2025-01","경북 영천시","213"
"2025-01","경북 예천군","69"
"2025-01","경북 울진군","91"
"2025-01","경북 의성군","91"
"2025-01","경북 청도군","74"
"2025-01","경북 청송군","50"
"2025-01","경북 칠곡군","54"
"2025-01","경북 포항시","1294"
"2025-01","광주시 광산구","58"
"2025-01","광주시 남구","56"
"2025-01","광주시 동구","38"
"2025-01","광주시 북구","1"
"2025-01","광주시 서구","47"
"2025-01","대구시 군위군","7"
"2025-01","대구시 남구","14"
"2025-01","대구시 달서구","90"
"2025-01","대구시 달성군","70"
"2025-01","대구시 동구","293"
"2025-01","대구시 북구","117"
"2025-01","대구시 서구","43"
"2025-01","대구시 수성구","82"
"2025-01","대구시 중구","47"
"2025-01","대전시 대덕구","2"
"2025-01","대전시 동구","97"
"2025-01","대전시 서구","230"
"2025-01","대전시 유성구","139"
"2025-01","대전시 중구","59"
"2025-01","부산시 강서구","1"
"2025-01","부산시 금정구","1032"
"2025-01","부산시 기장군","333"
"2025-01","부산시 남구","410"
"2025-01","부산시 동구","1"
"2025-01","부산시 동래구","422"
"2025-01","부산시 부산진구","6"
"2025-01","부산시 북구","277"
"2025-01","부산시 사상구","56"
"2025-01","부산시 사하구","394"
"2025-01","부산시 서구","72"
"2025-01","부산시 수영구","220"
"2025-01","부산시 연제구","1"
"2025-01","부산시 영도구","259"
"2025-01","부산시 중구","3"
"2025-01","부산시 진구","491"
"2025-01","부산시 해운대구","10"
"2025-01","서울시 강남구","648"
"2025-01","서울시 강동구","268"
"2025-01","서울시 강북구","302"
"2025-01","서울시 강서구","428"
"2025-01","서울시 관악구","483"
"2025-01","서울시 광진구","205"
"2025-01","서울시 구로구","432"
"2025-01","서울시 금천구","195"
"2025-01","서울시 노원구","803"
"2025-01","서울시 도봉구","585"
"2025-01","서울시 동대문구","486"
"2025-01","서울시 동작구","67"
"2025-01","서울시 마포구","188"
"2025-01","서울시 서대문구","178"
"2025-01","서울시 서초구","186"
"2025-01","서울시 성동구","210"
"2025-01","서울시 성북구","221"
"2025-01","서울시 송파구","430"
"2025-01","서울시 양천구","19"
"2025-01","서울시 영등포구","815"
"2025-01","서울시 용산구","35"
"2025-01","서울시 은평구","216"
"2025-01","서울시 종로구","143"
"2025-01","서울시 중구","130"
"2025-01","서울시 중랑구","363"
"2025-01","세종 세종시","217"
"2025-01","울산시 남구","226"
"2025-01","울산시 동구","17"
"2025-01","울산시 북구","241"
"2025-01","울산시 울주군","192"
"2025-01","울산시 중구","169"
"2025-01","인천시 강화군","122"
"2025-01","인천시 계양구","1"
"2025-01","인천시 남동구","58"
"2025-01","인천시 동구","714"
"2025-01","인천시 미추홀구","696"
"2025-01","인천시 부평구","688"
"2025-01","인천시 서구","17"
"2025-01","인천시 연수구","31"
"2025-01","인천시 옹진군","7"
"2025-01","인천시 중구","5"
"2025-01","전남 강진군","108"
"2025-01","전남 고흥군","162"
"2025-01","전남 곡성군","40"
"2025-01","전남 광양시","172"
"2025-01","전남 구례군","70"
"2025-01","전남 나주시","224"
"2025-01","전남 담양군","64"
"2025-01","전남 목포시","689"
"2025-01","전남 무안군","204"
"2025-01","전남 보성군","104"
"2025-01","전남 순천시","1247"
"2025-01","전남 신안군","34"
"2025-01","전남 여수시","637"
"2025-01","전남 영광군","177"
"2025-01","전남 영암군","59"
"2025-01","전남 완도군","74"
"2025-01","전남 장성군","44"
"2025-01","전남 장흥군","97"
"2025-01","전남 진도군","53"
"2025-01","전남 함평군","38"
"2025-01","전남 해남군","300"
"2025-01","전남 화순군","114"
"2025-01","전북 고창군","115"
"2025-01","전북 군산시","751"
"2025-01","전북 김제시","137"
"2025-01","전북 남원시","165"
"2025-01","전북 무주군","33"
"2025-01","전북 부안군","77"
"2025-01","전북 순창군","33"
"2025-01","전북 완주군","91"
"2025-01","전북 익산시","569"
"2025-01","전북 임실군","16"
"2025-01","전북 장수군","23"
"2025-01","전북 전주시","1918"
"2025-01","전북 정읍시","222"
"2025-01","전북 진안군","68"
"2025-01","제주도 서귀포시","170"
"2025-01","제주도 제주시","818"
"2025-01","충남 계룡시","60"
"2025-01","충남 공주시","162"
"2025-01","충남 금산군","80"
"2025-01","충남 논산시","318"
"2025-01","충남 당진시","123"
"2025-01","충남 보령시","150"
"2025-01","충남 부여군","79"
"2025-01","충남 서산시","413"
"2025-01","충남 서천군","95"
"2025-01","충남 아산시","389"
"2025-01","충남 예산군","100"
"2025-01","충남 천안시","553"
"2025-01","충남 청양군","33"
"2025-01","충남 태안군","24"
"2025-01","충남 홍성군","256"
"2025-01","충북 괴산군","76"
"2025-01","충북 보은군","68"
"2025-01","충북 영동군","87"
"2025-01","충북 옥천군","114"
"2025-01","충북 음성군","4"
"2025-01","충북 제천시","456"
"2025-01","충북 증평군","14"
"2025-01","충북 진천군","82"
"2025-01","충북 청주시","971"
"2025-01","충북 충주시","346"
"2025-02","강원도 강릉시","669"
"2025-02","강원도 고성군","31"
"2025-02","강원도 동해시","228"
"2025-02","강원도 삼척시","124"
"2025-02","강원도 속초시","166"
"2025-02","강원도 양구군","31"
