city,year_month,temperature_max,temperature_min,temperature_range,pressure,humidity,rain,wind,sunshine_rate
함양,2023-07,35.3,18.1,17.199999999999996,991.2,93.0,473.4,0.8,24.47
함양,2023-08,37.1,18.5,18.6,988.3,85.0,406.1,1.0,44.01
함양,2023-09,32.0,13.3,18.7,995.5,82.0,117.6,0.7,39.72
함양,2023-10,26.0,2.3,23.7,1001.0,73.0,5.4,1.2,61.38
함양,2023-11,27.6,-5.2,32.800000000000004,1003.1,64.0,48.2,2.2,56.88
함양,2023-12,19.2,-10.3,29.5,1005.7,71.0,121.1,1.7,45.94
함양,2024-01,16.9,-9.7,26.599999999999998,1005.7,62.0,31.8,2.3,54.3
함양,2024-02,17.8,-6.3,24.1,1005.4,75.0,125.6,1.3,35.39
함양,2024-03,24.6,-9.2,33.8,999.8,58.0,83.0,2.2,52.74
함양,2024-04,30.2,1.8,28.4,995.7,68.0,106.0,1.3,43.57
함양,2024-05,32.2,5.1,27.1,995.4,63.0,65.6,1.6,60.02
함양,2024-06,36.6,10.6,26.0,990.6,66.0,161.3,1.4,47.62
함양,2024-07,35.4,21.5,13.899999999999999,990.2,80.0,233.2,1.3,29.59
함양,2024-08,36.2,20.7,15.500000000000004,990.1,78.0,79.1,1.0,54.53
함양,2024-09,35.7,12.5,23.200000000000003,995.7,88.0,169.7,0.9,41.34
함양,2024-10,27.6,3.5,24.1,1001.9,86.0,100.2,1.0,36.93
함양,2024-11,24.2,-4.6,28.799999999999997,1003.6,78.0,63.5,1.5,48.95
함양,2024-12,16.8,-9.4,26.200000000000003,1004.2,64.0,2.4,2.3,55.43
함양,2025-01,13.7,-11.3,25.0,1004.9,68.0,12.5,1.9,54.82
함양,2025-02,16.3,-10.9,27.200000000000003,1004.9,58.0,22.9,2.8,67.11
함양,2025-03,26.8,-4.6,31.4,1000.0,61.0,33.3,2.1,55.33
광양,2023-04,27.2,3.2,24.0,1005.0,62.0,111.0,2.2,48.57
광양,2023-05,29.8,7.5,22.3,1003.5,74.0,258.7,1.7,43.91
광양,2023-06,31.9,15.5,16.4,997.8,76.0,284.1,1.6,46.95
광양,2023-07,34.7,20.5,14.200000000000003,999.0,90.0,743.3,1.2,21.27
광양,2023-08,36.1,21.7,14.400000000000002,995.7,81.0,371.2,1.6,48.73
광양,2023-09,32.2,16.1,16.1,1002.6,79.0,181.5,1.4,42.1
광양,2023-10,27.2,7.1,20.1,1008.4,63.0,3.3,1.4,60.17
광양,2023-11,27.3,-2.5,29.8,1010.9,65.0,71.6,2.0,56.83
광양,2023-12,20.4,-8.5,28.9,1013.5,67.0,59.5,1.9,53.48
광양,2024-01,14.8,-7.3,22.1,1013.4,61.0,29.4,2.3,59.73
광양,2024-02,18.6,-2.2,20.8,1012.9,72.0,200.2,2.3,36.74
광양,2024-03,22.6,-5.7,28.3,1007.7,58.0,86.2,2.4,54.4
광양,2024-04,27.9,8.1,19.799999999999997,1003.6,71.0,182.4,1.6,43.01
광양,2024-05,31.3,8.5,22.8,1003.4,66.0,271.7,1.7,61.39
광양,2024-06,34.5,14.5,20.0,998.5,72.0,263.2,1.5,46.9
광양,2024-07,34.4,21.4,13.0,998.4,87.0,403.4,1.7,31.09
광양,2024-08,36.7,22.5,14.200000000000003,997.5,77.0,76.2,1.5,61.81
광양,2024-09,36.3,18.2,18.099999999999998,1002.9,76.0,276.5,1.6,51.41
광양,2024-10,28.7,7.2,21.5,1009.1,72.0,146.9,1.7,41.83
광양,2024-11,24.1,0.9,23.200000000000003,1011.1,67.0,91.7,1.7,41.95
광양,2024-12,18.6,-4.2,22.8,1012.2,57.0,0.0,2.1,60.13
광양,2025-01,13.5,-9.6,23.1,1013.0,57.0,2.8,2.0,63.83
광양,2025-02,19.1,-8.1,27.200000000000003,1013.0,54.0,30.9,2.6,64.6
광양,2025-03,25.8,-1.3,27.1,1008.0,57.0,33.6,2.3,51.83
진,2023-04,24.3,0.8,23.5,1013.1,74.0,140.0,2.4,48.62
진,2023-05,26.1,5.3,20.8,1010.8,81.0,185.1,2.3,40.96
진,2023-06,29.9,13.2,16.7,1005.4,83.0,133.5,2.2,43.23
진,2023-07,32.3,19.9,12.399999999999999,1005.6,89.0,507.7,2.4,22.53
진,2023-08,34.7,19.9,14.800000000000004,1002.8,83.0,165.3,1.8,59.16
진,2023-09,31.5,15.3,16.2,1012.3,83.0,126.3,1.6,49.69
진,2023-10,24.7,7.1,17.6,1019.3,76.0,5.7,2.0,59.19
진,2023-11,25.1,-2.7,27.8,1022.2,73.0,80.4,3.0,38.81
진,2023-12,20.3,-7.7,28.0,1024.7,79.0,72.2,2.5,27.93
진,2024-01,14.6,-4.8,19.4,1025.2,76.0,58.3,2.7,40.22
진,2024-02,17.9,-3.2,21.099999999999998,1023.6,80.0,147.0,2.6,28.7
진,2024-03,21.1,-2.6,23.700000000000003,1019.0,73.0,79.4,2.7,43.99
진,2024-04,25.5,2.7,22.8,1013.7,80.0,106.5,1.8,42.53
진,2024-05,27.5,7.0,20.5,1012.8,76.0,140.9,2.3,61.41
진,2024-06,30.9,12.4,18.5,1006.9,82.0,240.2,1.9,42.44
진,2024-07,32.1,19.3,12.8,1005.5,89.0,273.9,2.8,25.44
진,2024-08,34.6,20.5,14.100000000000001,1005.8,83.0,50.1,1.7,64.97
진,2024-09,34.7,16.7,18.000000000000004,1010.8,83.0,342.1,1.6,55.83
진,2024-10,26.2,8.5,17.7,1017.6,81.0,159.4,2.0,35.88
진,2024-11,22.8,1.1,21.7,1020.3,73.0,105.4,2.7,46.84
진,2024-12,17.6,-4.2,21.8,1022.5,69.0,16.1,2.8,40.59
진,2025-01,12.0,-6.7,18.7,1022.9,74.0,24.7,2.2,49.03
진,2025-02,14.3,-6.1,20.4,1023.6,71.0,45.0,3.2,45.84
진,2025-03,23.9,-2.1,26.0,1017.4,71.0,39.3,2.7,50.08
봉화,2023-04,24.2,-1.4,25.599999999999998,976.8,64.0,59.9,1.5,47.9
봉화,2023-05,29.4,0.9,28.5,976.0,70.0,145.0,1.3,49.94
봉화,2023-06,31.9,9.5,22.4,970.4,77.0,301.6,1.2,48.03
봉화,2023-07,32.2,17.8,14.400000000000002,971.8,87.0,551.9,0.9,31.64
봉화,2023-08,33.1,17.9,15.200000000000003,969.9,84.0,361.6,1.0,41.52
봉화,2023-09,28.6,11.9,16.700000000000003,976.6,84.0,187.3,0.9,40.05
봉화,2023-10,22.0,-0.1,22.1,980.8,82.0,24.3,1.0,47.15
봉화,2023-11,23.5,-7.3,30.8,981.7,69.0,34.5,1.4,59.92
봉화,2023-12,16.0,-13.6,29.6,984.2,70.0,100.6,1.3,56.11
봉화,2024-01,12.9,-12.4,25.3,984.1,68.0,12.0,1.3,57.84
봉화,2024-02,15.5,-6.7,22.2,985.0,78.0,53.7,1.2,31.21
봉화,2024-03,18.7,-9.0,27.7,978.7,64.0,46.5,1.5,52.65
봉화,2024-04,27.4,-0.4,27.799999999999997,976.2,68.0,45.3,1.3,48.19
봉화,2024-05,29.0,2.5,26.5,975.4,69.0,109.0,1.4,59.74
봉화,2024-06,33.2,6.3,26.900000000000002,970.9,73.0,124.3,1.1,53.9
봉화,2024-07,32.4,19.4,13.0,970.8,85.0,437.7,1.1,29.9
봉화,2024-08,33.4,17.5,15.899999999999999,971.6,83.0,87.9,1.0,49.96
봉화,2024-09,33.5,9.6,23.9,977.2,82.0,186.0,1.1,37.52
봉화,2024-10,23.1,4.4,18.700000000000003,982.5,84.0,105.7,1.0,37.34
봉화,2024-11,20.3,-2.6,22.900000000000002,982.9,79.0,30.6,1.0,48.65
봉화,2024-12,14.7,-9.5,24.2,982.1,60.0,3.0,1.6,71.01
봉화,2025-01,10.3,-15.0,25.3,983.0,64.0,12.3,1.4,62.46
봉화,2025-02,14.9,-20.8,35.7,982.6,55.0,7.3,1.7,75.18
봉화,2025-03,24.4,-11.6,36.0,979.3,66.0,69.5,1.5,48.68
영주,2023-04,25.3,-0.1,25.400000000000002,989.9,62.0,93.5,2.6,48.26
영주,2023-05,31.8,2.0,29.8,988.7,68.0,160.2,1.7,50.02
영주,2023-06,32.2,12.6,19.6,982.9,77.0,483.2,1.8,49.28
영주,2023-07,33.6,17.9,15.700000000000003,984.1,90.0,616.7,1.2,30.71
영주,2023-08,34.8,18.1,16.699999999999996,982.1,87.0,318.2,1.3,39.48
영주,2023-09,30.9,11.6,19.299999999999997,989.1,86.0,270.9,1.3,42.27
영주,2023-10,22.6,1.2,21.400000000000002,993.8,78.0,30.2,1.8,61.85
영주,2023-11,24.1,-6.3,30.400000000000002,995.2,66.0,67.9,3.1,61.41
영주,2023-12,16.4,-14.2,30.599999999999998,998.0,71.0,104.5,2.9,52.38
영주,2024-01,11.9,-12.7,24.6,998.1,67.0,18.6,3.3,56.8
영주,2024-02,15.3,-5.7,21.0,998.6,79.0,91.8,1.7,33.88
영주,2024-03,20.2,-9.7,29.9,992.2,59.0,53.9,3.0,55.73
영주,2024-04,28.1,2.0,26.1,989.1,65.0,55.8,1.8,50.65
영주,2024-05,29.2,4.1,25.1,988.3,67.0,129.0,2.3,63.76
영주,2024-06,33.7,9.4,24.300000000000004,983.5,69.0,130.3,1.8,61.38
영주,2024-07,33.0,19.4,13.600000000000001,983.2,86.0,403.0,1.6,28.76
영주,2024-08,35.2,18.3,16.900000000000002,984.0,83.0,66.8,1.3,58.14
영주,2024-09,33.9,10.5,23.4,989.7,85.0,277.0,1.1,43.0
영주,2024-10,23.1,3.5,19.6,995.4,86.0,138.0,1.3,41.14
영주,2024-11,22.4,-2.9,25.299999999999997,996.3,76.0,32.4,2.3,51.5
영주,2024-12,15.3,-9.2,24.5,996.0,56.0,2.6,4.2,67.59
영주,2025-01,9.3,-14.6,23.9,996.8,61.0,10.7,3.4,59.4
영주,2025-02,14.5,-15.0,29.5,996.5,52.0,7.4,4.4,76.37
영주,2025-03,25.6,-4.2,29.8,992.5,60.0,52.3,2.7,52.99
문경,2023-04,26.2,0.5,25.7,993.9,61.0,63.4,1.9,50.27
문경,2023-05,31.9,3.1,28.799999999999997,992.6,67.0,173.7,1.5,49.2
문경,2023-06,32.7,13.0,19.700000000000003,986.7,75.0,231.0,1.4,50.07
문경,2023-07,34.1,16.9,17.200000000000003,987.9,90.0,728.1,1.0,30.85
문경,2023-08,35.2,19.1,16.1,985.7,85.0,264.1,1.1,41.66
문경,2023-09,30.9,12.7,18.2,992.9,87.0,259.5,0.9,43.51
문경,2023-10,23.3,2.6,20.7,997.8,75.0,8.3,1.4,62.83
문경,2023-11,27.1,-6.3,33.4,999.6,63.0,36.4,2.1,58.89
문경,2023-12,16.4,-12.7,29.099999999999998,1002.4,69.0,108.6,1.8,44.95
문경,2024-01,13.5,-12.6,26.1,1002.6,65.0,25.2,2.1,53.43
문경,2024-02,16.2,-5.1,21.299999999999997,1002.7,77.0,109.3,1.6,31.07
문경,2024-03,21.2,-9.7,30.9,996.5,59.0,57.4,2.1,53.2
문경,2024-04,28.1,4.4,23.700000000000003,992.9,64.0,75.6,1.6,51.25
문경,2024-05,29.6,5.0,24.6,992.3,66.0,151.9,1.6,60.19
문경,2024-06,35.0,11.1,23.9,987.3,68.0,116.1,1.4,59.08
문경,2024-07,33.6,20.2,13.400000000000002,987.0,87.0,435.5,1.1,26.83
문경,2024-08,35.3,18.8,16.499999999999996,987.6,82.0,95.9,1.0,57.86
문경,2024-09,34.0,11.5,22.5,993.3,85.0,190.8,0.9,44.01
문경,2024-10,24.1,4.9,19.200000000000003,999.3,85.0,100.8,1.2,39.03
문경,2024-11,22.9,-3.7,26.599999999999998,1000.5,74.0,37.0,1.7,54.23
문경,2024-12,15.5,-6.7,22.2,1000.7,56.0,4.5,2.5,58.94
문경,2025-01,10.8,-14.2,25.0,1001.5,60.0,15.9,2.0,53.81
문경,2025-02,16.2,-12.2,28.4,1001.3,52.0,7.8,2.9,74.83
문경,2025-03,26.6,-2.7,29.3,996.8,58.0,40.8,2.1,53.16
청송,2023-04,28.1,-3.1,31.200000000000003,990.1,57.0,41.4,2.1,54.19
청송,2023-05,33.2,0.7,32.5,989.0,66.0,158.7,1.5,49.22
청송,2023-06,33.2,9.2,24.000000000000004,983.2,75.0,168.2,1.6,51.59
청송,2023-07,35.9,16.6,19.299999999999997,984.4,80.0,367.0,1.3,34.13
청송,2023-08,36.2,18.7,17.500000000000004,982.3,84.0,314.5,1.4,45.66
청송,2023-09,31.4,13.1,18.299999999999997,989.2,89.0,228.1,1.1,37.38
청송,2023-10,23.6,-1.0,24.6,993.9,82.0,7.4,1.2,55.82
청송,2023-11,26.3,-9.1,35.4,995.3,65.0,27.3,2.1,64.89
청송,2023-12,18.5,-15.5,34.0,998.1,69.0,103.9,1.9,56.85
청송,2024-01,13.6,-14.9,28.5,998.1,68.0,20.1,1.9,56.22
청송,2024-02,19.0,-8.6,27.6,998.7,73.0,70.2,1.4,29.7
청송,2024-03,21.7,-10.3,32.0,992.3,56.0,62.7,2.1,53.81
청송,2024-04,29.5,-1.6,31.1,989.4,62.0,50.7,1.5,50.04
청송,2024-05,30.6,2.5,28.1,988.5,65.0,125.6,1.7,63.62
청송,2024-06,36.6,7.0,29.6,983.7,64.0,67.3,1.5,53.56
청송,2024-07,35.1,17.5,17.6,983.4,78.0,223.8,1.5,34.56
청송,2024-08,36.4,18.9,17.5,983.9,85.0,19.1,1.5,53.33
청송,2024-09,36.4,10.2,26.2,989.7,88.0,223.7,1.4,40.77
청송,2024-10,25.5,4.7,20.8,995.4,89.0,51.5,1.3,31.91
청송,2024-11,23.5,-4.9,28.4,996.3,82.0,32.4,1.5,44.0
청송,2024-12,16.7,-12.5,29.2,996.0,52.0,1.6,2.5,67.33
청송,2025-01,11.5,-18.1,29.6,996.9,61.0,6.8,2.2,59.76
청송,2025-02,17.5,-17.1,34.6,996.3,46.0,4.1,2.9,77.32
청송,2025-03,28.4,-6.0,34.4,993.2,57.0,49.1,2.2,48.64
영덕,2023-04,28.4,4.0,24.4,1009.7,66.0,37.3,2.6,54.02
영덕,2023-05,33.2,5.1,28.1,1008.6,70.0,115.5,2.4,54.92
영덕,2023-06,33.5,10.6,22.9,1002.3,76.0,113.4,2.1,57.21
영덕,2023-07,33.5,17.2,16.3,1003.2,85.0,260.3,1.6,36.47
영덕,2023-08,35.3,19.5,15.799999999999997,1001.5,85.0,216.6,2.3,51.63
영덕,2023-09,29.4,14.5,14.899999999999999,1008.6,84.0,232.6,2.2,42.11
영덕,2023-10,24.2,3.2,21.0,1013.2,69.0,9.9,2.2,67.16
영덕,2023-11,27.0,-3.3,30.3,1014.7,53.0,9.1,2.8,65.26
영덕,2023-12,19.8,-9.9,29.700000000000003,1018.2,57.0,135.2,3.1,60.74
영덕,2024-01,14.0,-11.3,25.3,1018.4,55.0,20.6,3.2,61.99
영덕,2024-02,20.3,-2.1,22.400000000000002,1019.5,74.0,117.7,3.2,33.38
영덕,2024-03,21.4,-6.4,27.799999999999997,1012.7,61.0,55.4,3.2,55.39
영덕,2024-04,27.9,1.5,26.4,1009.4,69.0,66.6,3.2,49.52
영덕,2024-05,32.1,4.5,27.6,1007.9,67.0,87.4,3.0,66.07
영덕,2024-06,34.3,9.8,24.499999999999996,1002.9,72.0,71.9,2.1,59.75
영덕,2024-07,35.0,18.4,16.6,1002.1,80.0,121.6,2.2,41.46
영덕,2024-08,36.2,20.2,16.000000000000004,1003.1,80.0,28.9,2.3,62.61
영덕,2024-09,34.6,12.8,21.8,1009.2,86.0,128.8,2.4,40.2
영덕,2024-10,26.6,7.8,18.8,1015.2,81.0,119.2,2.4,39.33
영덕,2024-11,21.8,0.7,21.1,1016.3,72.0,30.3,2.4,47.64
영덕,2024-12,18.2,-4.9,23.1,1016.0,46.0,0.0,3.2,71.68
영덕,2025-01,11.8,-11.0,22.8,1017.2,50.0,11.8,3.1,67.69
영덕,2025-02,18.2,-11.3,29.5,1016.6,41.0,1.2,3.6,78.67
영덕,2025-03,26.5,-2.3,28.8,1013.1,60.0,56.7,3.4,51.82
의성,2023-04,28.4,-2.1,30.5,1004.6,64.0,40.4,1.4,49.29
의성,2023-05,33.1,1.9,31.200000000000003,1003.0,70.0,152.8,1.0,49.14
의성,2023-06,34.0,11.5,22.5,996.9,76.0,206.6,1.0,46.45
의성,2023-07,35.7,18.0,17.700000000000003,997.9,87.0,457.6,0.8,32.35
의성,2023-08,37.1,18.8,18.3,995.6,83.0,321.6,0.9,42.82
의성,2023-09,32.2,13.2,19.000000000000004,1002.9,86.0,222.4,0.8,37.56
의성,2023-10,24.0,0.0,24.0,1008.4,81.0,6.8,0.7,58.42
의성,2023-11,27.1,-8.6,35.7,1010.7,71.0,26.4,1.1,62.48
의성,2023-12,19.2,-14.9,34.1,1014.0,74.0,81.5,0.9,54.7
의성,2024-01,13.8,-14.0,27.8,1013.9,72.0,17.6,1.0,54.61
의성,2024-02,19.7,-7.9,27.6,1013.9,78.0,52.6,0.9,29.97
의성,2024-03,22.8,-10.2,33.0,1007.5,65.0,55.3,1.3,44.85
의성,2024-04,29.9,0.2,29.7,1003.5,70.0,48.0,1.0,42.13
의성,2024-05,31.3,3.2,28.1,1002.7,69.0,94.7,1.2,59.0
의성,2024-06,37.1,9.8,27.3,997.4,70.0,66.6,1.0,57.07
의성,2024-07,34.8,19.7,15.099999999999998,997.0,84.0,290.5,1.1,34.97
의성,2024-08,36.8,19.6,17.199999999999996,997.3,78.0,69.6,1.0,50.66
의성,2024-09,36.4,11.4,25.0,1003.2,80.0,199.4,0.9,39.85
의성,2024-10,26.3,4.6,21.700000000000003,1009.7,86.0,48.5,0.8,31.62
의성,2024-11,23.4,-4.2,27.599999999999998,1011.3,81.0,25.6,0.8,43.75
의성,2024-12,17.4,-11.5,28.9,1012.0,65.0,1.6,1.1,66.3
의성,2025-01,11.4,-17.1,28.5,1012.9,66.0,7.4,1.0,57.29
의성,2025-02,17.7,-16.7,34.4,1012.6,57.0,4.8,1.5,72.92
의성,2025-03,28.0,-5.9,33.9,1007.6,60.0,31.1,1.4,49.95
구미,2023-04,29.0,2.3,26.7,1009.5,56.0,44.9,0.9,53.14
구미,2023-05,33.8,4.9,28.9,1007.9,62.0,161.1,0.7,49.02
구미,2023-06,33.4,14.6,18.799999999999997,1001.8,67.0,164.3,0.8,52.45
구미,2023-07,34.9,18.4,16.5,1002.7,81.0,481.3,0.7,31.74
구미,2023-08,36.2,20.6,15.600000000000001,1000.4,78.0,498.3,0.8,44.88
구미,2023-09,32.2,14.7,17.500000000000004,1007.8,79.0,219.0,0.6,40.82
구미,2023-10,24.8,4.2,20.6,1013.3,68.0,3.4,0.6,60.23
구미,2023-11,25.8,-3.5,29.3,1015.7,60.0,40.5,0.8,55.53
구미,2023-12,18.5,-10.0,28.5,1018.7,65.0,100.8,0.8,48.3
구미,2024-01,14.5,-9.3,23.8,1018.9,60.0,26.8,1.0,54.43
구미,2024-02,18.3,-4.0,22.3,1018.8,70.0,77.6,0.7,29.2
구미,2024-03,23.2,-6.7,29.9,1012.5,54.0,71.5,1.1,49.72
구미,2024-04,29.2,5.0,24.2,1008.4,61.0,63.3,0.8,48.58
구미,2024-05,31.0,6.7,24.3,1007.7,60.0,72.1,1.0,60.25
구미,2024-06,36.7,13.0,23.700000000000003,1002.4,60.0,63.5,0.9,56.24
구미,2024-07,34.9,20.8,14.099999999999998,1001.9,77.0,299.4,0.8,33.82
구미,2024-08,36.5,21.6,14.899999999999999,1002.2,70.0,63.1,0.8,60.06
구미,2024-09,35.9,13.2,22.7,1008.1,75.0,168.3,0.6,44.84
구미,2024-10,28.2,6.2,22.0,1014.8,78.0,56.4,0.6,39.59
구미,2024-11,22.5,-2.2,24.7,1016.4,68.0,31.2,0.7,49.68
구미,2024-12,17.8,-4.9,22.700000000000003,1017.1,52.0,2.5,1.1,60.3
구미,2025-01,12.4,-11.0,23.4,1017.6,58.0,8.9,1.2,54.67
구미,2025-02,18.0,-10.1,28.1,1017.1,51.0,8.8,1.9,65.34
구미,2025-03,28.5,-2.9,31.4,1011.9,54.0,31.4,1.6,50.09
영천,2023-04,28.5,1.6,26.9,1004.6,62.0,31.7,2.0,57.33
영천,2023-05,32.9,3.2,29.7,1003.3,69.0,166.9,1.5,48.68
영천,2023-06,33.0,11.4,21.6,997.2,74.0,247.6,1.6,49.65
영천,2023-07,35.5,17.8,17.7,998.4,84.0,234.1,1.3,34.2
영천,2023-08,35.9,19.3,16.599999999999998,996.0,82.0,267.1,1.4,44.58
영천,2023-09,31.1,13.3,17.8,1002.3,84.0,140.3,1.2,39.57
영천,2023-10,24.2,2.5,21.7,1007.3,73.0,5.5,1.2,62.16
영천,2023-11,26.2,-4.8,31.0,1009.3,62.0,24.7,2.1,58.83
영천,2023-12,19.1,-10.3,29.400000000000002,1012.3,66.0,105.3,1.9,54.03
영천,2024-01,13.6,-10.2,23.799999999999997,1012.3,63.0,19.6,2.1,54.28
영천,2024-02,19.0,-5.2,24.2,1012.6,76.0,63.7,1.6,29.31
영천,2024-03,23.4,-6.6,30.0,1006.4,61.0,71.4,2.0,53.24
영천,2024-04,29.2,2.1,27.099999999999998,1002.8,68.0,57.0,1.5,47.03
영천,2024-05,31.3,4.2,27.1,1002.0,65.0,82.6,1.8,61.62
영천,2024-06,36.3,10.6,25.699999999999996,996.9,70.0,99.0,1.4,52.53
영천,2024-07,35.3,19.8,15.499999999999996,996.6,80.0,366.3,1.6,34.84
영천,2024-08,36.8,20.7,16.099999999999998,996.8,76.0,58.4,1.5,60.21
영천,2024-09,34.8,12.0,22.799999999999997,1002.7,81.0,205.4,1.3,42.86
영천,2024-10,28.7,5.9,22.799999999999997,1008.8,82.0,79.8,1.2,35.17
영천,2024-11,22.4,-2.5,24.9,1010.3,76.0,44.1,1.3,36.24
영천,2024-12,17.7,-7.3,25.0,1010.6,54.0,0.6,2.4,59.1
영천,2025-01,11.7,-11.8,23.5,1011.6,58.0,5.5,2.0,57.0
영천,2025-02,18.1,-10.3,28.400000000000002,1011.2,49.0,10.7,2.7,69.2
영천,2025-03,27.1,-3.1,30.200000000000003,1006.7,58.0,23.0,2.1,54.29
경주,2023-04,29.8,0.1,29.7,1010.6,62.0,31.0,2.9,56.54
경주,2023-05,33.7,4.2,29.500000000000004,1009.4,68.0,141.8,2.6,48.58
경주,2023-06,35.0,11.3,23.7,1003.1,72.0,118.8,2.2,50.0
경주,2023-07,36.8,18.3,18.499999999999996,1003.7,81.0,187.7,2.0,35.27
경주,2023-08,37.8,20.9,16.9,1001.8,81.0,255.0,2.2,43.53
경주,2023-09,32.7,13.7,19.000000000000004,1008.9,83.0,113.1,1.9,36.13
경주,2023-10,26.0,2.7,23.3,1014.0,71.0,3.9,2.0,64.33
경주,2023-11,29.4,-3.7,33.1,1016.0,57.0,28.8,2.8,68.05
경주,2023-12,20.9,-9.4,30.299999999999997,1019.2,61.0,176.4,2.7,61.71
경주,2024-01,16.3,-9.7,26.0,1019.3,55.0,31.8,2.8,63.71
경주,2024-02,21.5,-4.6,26.1,1019.7,70.0,71.5,2.6,29.42
경주,2024-03,24.4,-5.8,30.2,1013.4,57.0,73.7,3.1,54.63
경주,2024-04,30.6,1.8,28.8,1009.8,66.0,65.4,2.4,45.85
경주,2024-05,32.9,4.6,28.299999999999997,1008.7,59.0,46.5,2.7,61.61
경주,2024-06,37.7,10.6,27.1,1003.5,64.0,73.8,2.1,49.23
경주,2024-07,37.5,20.4,17.1,1003.1,76.0,223.9,2.5,42.64
경주,2024-08,38.9,21.2,17.7,1003.3,76.0,113.9,2.0,56.45
경주,2024-09,36.2,15.0,21.200000000000003,1009.2,82.0,228.3,1.8,39.53
경주,2024-10,29.5,7.5,22.0,1015.4,79.0,100.8,2.0,36.19
경주,2024-11,23.7,-0.5,24.2,1017.0,72.0,55.8,2.2,49.3
경주,2024-12,19.0,-4.8,23.8,1017.2,47.0,0.4,3.2,73.15
경주,2025-01,13.0,-11.3,24.3,1018.3,51.0,5.1,2.9,66.34
경주,2025-02,18.7,-9.5,28.2,1017.8,41.0,12.3,3.5,73.79
경주,2025-03,27.8,-3.3,31.1,1013.5,58.0,55.7,3.2,54.02
거창,2023-04,28.5,-1.8,30.3,988.0,64.0,47.9,1.7,53.55
거창,2023-05,32.4,2.4,30.0,986.7,73.0,211.3,1.2,46.18
거창,2023-06,33.1,12.6,20.5,981.3,75.0,180.2,1.3,52.47
거창,2023-07,34.0,17.8,16.2,982.6,88.0,482.1,1.0,34.56
거창,2023-08,34.9,18.0,16.9,979.9,84.0,334.8,1.2,48.17
거창,2023-09,30.4,12.0,18.4,986.7,85.0,125.6,0.9,43.2
거창,2023-10,24.4,0.7,23.7,991.9,76.0,9.5,1.1,64.2
거창,2023-11,26.9,-6.7,33.6,993.6,67.0,44.2,1.5,67.41
거창,2023-12,18.9,-11.9,30.799999999999997,995.9,72.0,121.5,1.2,56.36
거창,2024-01,15.5,-11.5,27.0,995.9,68.0,29.8,1.2,65.18
거창,2024-02,18.1,-7.4,25.5,995.9,79.0,117.8,0.9,37.7
거창,2024-03,23.2,-9.9,33.1,990.4,62.0,79.4,1.6,56.29
거창,2024-04,29.7,0.7,29.0,986.8,72.0,98.4,1.1,46.34
거창,2024-05,31.5,4.7,26.8,986.6,68.0,92.3,1.5,65.52
거창,2024-06,34.7,9.3,25.400000000000002,982.0,72.0,146.2,1.2,54.19
거창,2024-07,34.1,18.8,15.3,981.9,85.0,321.8,1.3,35.88
거창,2024-08,35.6,18.7,16.900000000000002,981.9,81.0,49.2,1.1,58.07
거창,2024-09,34.2,11.4,22.800000000000004,987.2,84.0,143.7,0.9,44.87
거창,2024-10,25.5,2.9,22.6,993.0,85.0,94.4,0.9,39.56
거창,2024-11,23.3,-5.4,28.700000000000003,994.3,77.0,52.6,1.1,52.35
거창,2024-12,16.8,-10.0,26.8,994.4,61.0,0.4,1.7,67.34
거창,2025-01,12.4,-15.4,27.8,995.2,66.0,6.1,1.3,65.08
거창,2025-02,16.2,-14.1,30.299999999999997,995.0,56.0,18.6,1.8,75.0
거창,2025-03,26.4,-6.0,32.4,990.7,59.0,33.3,1.7,57.36
합천,2023-04,28.8,-0.4,29.2,1011.6,60.0,44.6,1.2,50.55
합천,2023-05,32.2,4.4,27.800000000000004,1010.0,70.0,221.4,1.0,40.3
합천,2023-06,33.5,13.4,20.1,1003.9,72.0,196.3,0.9,41.82
합천,2023-07,35.2,19.0,16.200000000000003,1005.0,84.0,422.9,0.8,26.25
합천,2023-08,36.5,20.6,15.899999999999999,1002.2,80.0,503.0,0.8,45.71
합천,2023-09,31.7,15.1,16.6,1009.6,80.0,160.3,0.6,39.93
합천,2023-10,25.9,3.7,22.2,1015.3,72.0,6.3,0.5,62.16
합천,2023-11,28.1,-5.2,33.300000000000004,1017.7,65.0,46.5,0.8,60.13
합천,2023-12,19.0,-10.7,29.7,1020.7,67.0,90.9,0.6,52.58
합천,2024-01,15.3,-9.9,25.200000000000003,1020.8,63.0,19.2,0.6,58.53
합천,2024-02,21.4,-4.4,25.799999999999997,1020.6,73.0,98.2,0.8,35.95
합천,2024-03,24.6,-7.3,31.900000000000002,1014.7,57.0,86.2,1.0,53.98
합천,2024-04,29.9,3.0,26.9,1010.5,67.0,110.8,0.6,42.86
합천,2024-05,32.7,6.5,26.200000000000003,1009.8,61.0,102.5,1.0,63.15
합천,2024-06,36.5,12.4,24.1,1004.7,65.0,153.8,0.8,49.44
합천,2024-07,36.8,21.2,15.599999999999998,1004.3,78.0,262.3,1.0,33.99
합천,2024-08,38.2,20.3,17.900000000000002,1004.1,72.0,44.8,0.9,56.17
합천,2024-09,35.8,13.3,22.499999999999996,1009.9,79.0,216.4,0.8,46.3
합천,2024-10,28.6,6.3,22.3,1016.5,84.0,116.1,0.8,39.55
